"state_name","name","addr","city","abbrev","zip","webaddr","textcond","sp_text_cond","description","over65","under65","na_available","community","issue","attained","na_rating","last_mod"
"Alaska","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","Individual Plan","Plan individual","Medigap Policy B","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","Individual Plan","Plan individual","Medigap Policy B","False","True","False","False","True","False","False","Jul 03  2013"
"Alaska","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","Individual Plan","Plan individual","Medigap Policy F","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","Individual Plan","Plan individual","Medigap Policy F - High Deductible","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Premera Blue Cross of Alaska","2550 Denali Street  Suite 1404","Anchorage","AK","99503","www.premera.com","Individual Plan","Plan individual","Medigap Policy F - High Deductible","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Premera Blue Cross of Alaska","2550 Denali Street  Suite 1404","Anchorage","AK","99503","www.premera.com","Individual Plan","Plan individual","Medigap Policy N","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","Individual Plan","Plan individual","Medigap Policy N","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","Individual Plan","Plan individual","Medigap Policy N","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy B","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy F","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy F - High Deductible","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy G","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy K","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy L","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy M","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","Individual Plan","Plan individual","Medigap Policy N","True","False","False","False","False","True","False","Jul 03  2013"
"Alaska","Loyal American Life Insurance Company","P.O. Box 559004","Austin","TX","78755","www.loyalamerican.com","Individual Plan","Plan Individual","Medigap Policy A","True","False","False","False","False","True","False","Aug 15  2014"
"Alaska","Loyal American Life Insurance Company","P.O. Box 559004","Austin","TX","78755","www.loyalamerican.com","Individual Plan","Plan Individual","Medigap Policy F","True","False","False","False","False","True","False","Aug 15  2014"
"Alaska","Loyal American Life Insurance Company","P.O. Box 559004","Austin","TX","78755","www.loyalamerican.com","Individual Plan","Plan Individual","Medigap Policy G","True","False","False","False","False","True","False","Aug 15  2014"
"Alaska","Loyal American Life Insurance Company","P.O. Box 559004","Austin","TX","78755","www.loyalamerican.com","Individual Plan","Plan Individual","Medigap Policy N","True","False","False","False","False","True","False","Aug 15  2014"
"Alaska","USAA Life Insurance Co","9800 Fredericksburg Road","San Antonio","TX","78288","www.usaa.com","Individual Plan","Plan Individual","Medigap Policy N","True","False","False","False","False","True","False","Aug 15  2014"
"Alaska","Globe Life & Accident Insurance Company","DIRECT SOLICITATION RESPONSE PRODUCT  3700 South Stonebridge Drive  P.O. Box 2440","McKinney","TX","75070","www.globecaremedsupp.com","Individual Plan","","Medigap Policy F - High Deductible","True","False","False","False","False","True","False","Jun 17  2015"
"Alaska","State Farm Mutual Auto Insurance Co","One State Farm Plaza","Bloomington","IL","61710","www.statefarm.com","","","Medigap Policy A","True","False","False","False","False","True","False","Jul 16  2015"
"Alaska","State Farm Mutual Auto Insurance Co","One State Farm Plaza","Bloomington","IL","61710","www.statefarm.com","","","Medigap Policy C","True","False","False","False","False","True","False","Jul 16  2015"
"Alaska","State Farm Mutual Auto Insurance Co","One State Farm Plaza","Bloomington","IL","61710","www.statefarm.com","","","Medigap Policy F","True","False","False","False","False","True","False","Jul 16  2015"
"Alaska","Alaska Comprehensive Health Insurance Association (ACHIA)","P.O. Box 1090","Great Bend","KS","67530","www.achia.com","Enrollment open to people under 65. Contact company for plan and rate information.","Inscripción abierta para las personas menores de 65 años.  Llame al plan para información sobre los precios.","Medigap Policy A","True","True","False","False","False","True","False","Jan 14  2016"
"Alaska","Alaska Comprehensive Health Insurance Association (ACHIA)","P.O. Box 1090","Great Bend","KS","67530","www.achia.com","Enrollment open to people under 65. Contact company for plan and rate information.","Inscripción abierta para las personas menores de 65 años.  Llame al plan para información sobre los precios.","Medigap Policy F","True","True","False","False","False","True","False","Jan 14  2016"
"Alaska","Individual Assurance Company  Life  Health and Accident","3200 East Memorial Rd. Suite 100","Edmond","OK","73013","www.iac-group.com","","","Medigap Policy A","True","False","False","False","False","True","False","Jan 27  2016"
"Alaska","Individual Assurance Company  Life  Health and Accident","3200 East Memorial Rd. Suite 100","Edmond","OK","73013","www.iac-group.com","","","Medigap Policy F","True","False","False","False","False","True","False","Jan 27  2016"
"Alaska","Individual Assurance Company  Life  Health and Accident","3200 East Memorial Rd. Suite 100","Edmond","OK","73013","www.iac-group.com","","","Medigap Policy G","True","False","False","False","False","True","False","Jan 27  2016"
"Alaska","Individual Assurance Company  Life  Health and Accident","3200 East Memorial Rd. Suite 100","Edmond","OK","73013","www.iac-group.com","","","Medigap Policy N","True","False","False","False","False","True","False","Jan 27  2016"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy A","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy B","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy C","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy D","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy F","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy G","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy B","False","True","False","False","True","False","False","Nov 05  2014"
"Alabama","Globe Life & Accident Insurance Company","DIRECT SOLICITATION RESPONSE PRODUCT  3700 South Stonebridge Drive  P.O. Box 2440","McKinney","TX","75070","www.globecaremedsupp.com","","","Medigap Policy A","True","False","False","False","False","True","False","Jun 17  2015"
"Alabama","Globe Life & Accident Insurance Company","DIRECT SOLICITATION RESPONSE PRODUCT  3700 South Stonebridge Drive  P.O. Box 2440","McKinney","TX","75070","www.globecaremedsupp.com","","","Medigap Policy B","True","False","False","False","False","True","False","Jun 17  2015"
"Alabama","Globe Life & Accident Insurance Company","DIRECT SOLICITATION RESPONSE PRODUCT  3700 South Stonebridge Drive  P.O. Box 2440","McKinney","TX","75070","www.globecaremedsupp.com","","","Medigap Policy C","True","False","False","False","False","True","False","Jun 17  2015"
"Alabama","Globe Life & Accident Insurance Company","DIRECT SOLICITATION RESPONSE PRODUCT  3700 South Stonebridge Drive  P.O. Box 2440","McKinney","TX","75070","www.globecaremedsupp.com","","","Medigap Policy F","True","False","False","False","False","True","False","Jun 17  2015"
"Alabama","Blue Cross Blue Shield of Alabama","450 Riverchase Parkway East","Birmingham","AL","35298","www.bcbsal.org","","","Medigap Policy A","True","False","False","False","False","False","True","May 07  2012"
"Alabama","Humana Insurance Company","500 West Main St","Louisville","KY","40202","www.humana.com","","","Medigap Policy A","True","False","False","False","False","True","False","Jan 07  2011"
"Alabama","Humana Insurance Company","500 West Main St","Louisville","KY","40202","www.humana.com","","","Medigap Policy B","True","False","False","False","False","True","False","Jan 07  2011"
"Alabama","Humana Insurance Company","500 West Main St","Louisville","KY","40202","www.humana.com","","","Medigap Policy C","True","False","False","False","False","True","False","Jan 07  2011"
"Alabama","Humana Insurance Company","500 West Main St","Louisville","KY","40202","www.humana.com","","","Medigap Policy F","True","False","False","False","False","True","False","Jan 07  2011"
"Alabama","Humana Insurance Company","500 West Main St","Louisville","KY","40202","www.humana.com","","","Medigap Policy F - High Deductible","True","False","False","False","False","True","False","Jan 07  2011"
"Alabama","Humana Insurance Company","500 West Main St","Louisville","KY","40202","www.humana.com","","","Medigap Policy K","True","False","False","False","False","True","False","Jan 07  2011"
"Alabama","Humana Insurance Company","500 West Main St","Louisville","KY","40202","www.humana.com","","","Medigap Policy L","True","False","False","False","False","True","False","Jan 07  2011"
"Alabama","First Community Health Plan","699-A Gallatin Street  Suite A-2","Huntsville","AL","35801","www.firstcomm.org","","","Medigap Policy A","True","False","False","True","False","False","False","Dec 09  2009"
"Alabama","First Community Health Plan","699-A Gallatin Street  Suite A-2","Huntsville","AL","35801","www.firstcomm.org","","","Medigap Policy B","True","False","False","True","False","False","False","Dec 09  2009"
"Alabama","First Community Health Plan","699-A Gallatin Street  Suite A-2","Huntsville","AL","35801","www.firstcomm.org","","","Medigap Policy C","True","False","False","True","False","False","False","Dec 09  2009"
"Alabama","First Community Health Plan","699-A Gallatin Street  Suite A-2","Huntsville","AL","35801","www.firstcomm.org","","","Medigap SELECT A","True","False","False","True","False","False","False","Dec 09  2009"
"Alabama","First Community Health Plan","699-A Gallatin Street  Suite A-2","Huntsville","AL","35801","www.firstcomm.org","","","Medigap SELECT B","True","False","False","True","False","False","False","Dec 09  2009"
"Alabama","First Community Health Plan","699-A Gallatin Street  Suite A-2","Huntsville","AL","35801","www.firstcomm.org","","","Medigap SELECT C","True","False","False","True","False","False","False","Dec 09  2009"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy F - High Deductible","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","Blue Cross Blue Shield of Alabama","450 Riverchase Parkway East","Birmingham","AL","35298","www.bcbsal.org","","","Medigap Policy B","True","False","False","False","False","False","True","Jul 10  2009"
"Alabama","Blue Cross Blue Shield of Alabama","450 Riverchase Parkway East","Birmingham","AL","35298","www.bcbsal.org","","","Medigap SELECT B","True","False","False","False","False","False","True","Jul 10  2009"
"Alabama","American Republic Corp. Ins.","11808 Grant Street","Omaha","NE","68164","www.americanenterprise.com","","","Medigap Policy A","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","American Republic Corp. Ins.","11808 Grant Street","Omaha","NE","68164","www.americanenterprise.com","","","Medigap Policy F","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","American Republic Corp. Ins.","11808 Grant Street","Omaha","NE","68164","www.americanenterprise.com","","","Medigap Policy K","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","American Republic Corp. Ins.","11808 Grant Street","Omaha","NE","68164","www.americanenterprise.com","","","Medigap Policy L","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy A","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy B","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy F","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy F - High Deductible","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy G","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy K","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy L","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy M","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Colonial Penn Life Insurance Co (formerly Conseco Direct Life Insurance Co)","399 Market Street","Philadelphia","PA","19181","www.colonialpenn.com","","","Medigap Policy N","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Gerber Life Insurance Co","1311 Mamaroneck Avenue","White Plains","NY","10605","www.gerberlife.com","","","Medigap Policy A","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Gerber Life Insurance Co","1311 Mamaroneck Avenue","White Plains","NY","10605","www.gerberlife.com","","","Medigap Policy F","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Gerber Life Insurance Co","1311 Mamaroneck Avenue","White Plains","NY","10605","www.gerberlife.com","","","Medigap Policy G","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Governmental Personnel Mutual Life Insurance Company","P.O.Box 2679","Omaha","NE","68103","www.gpmlife.com","","","Medigap Policy A","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Governmental Personnel Mutual Life Insurance Company","P.O.Box 2679","Omaha","NE","68103","www.gpmlife.com","","","Medigap Policy C","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Governmental Personnel Mutual Life Insurance Company","P.O.Box 2679","Omaha","NE","68103","www.gpmlife.com","","","Medigap Policy F","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Governmental Personnel Mutual Life Insurance Company","P.O.Box 2679","Omaha","NE","68103","www.gpmlife.com","","","Medigap Policy G","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","Governmental Personnel Mutual Life Insurance Company","P.O.Box 2679","Omaha","NE","68103","www.gpmlife.com","","","Medigap Policy N","True","False","False","False","False","False","True","Aug 09  2010"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy K","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy L","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","United American Insurance Co","3700 S. Stonebridge Drive  P. O. Box 8080","McKinney","TX","75070","www.UnitedAmerican.com","","","Medigap Policy N","True","False","False","False","False","True","False","Nov 05  2014"
"Alabama","Humana Insurance Company","500 West Main St","Louisville","KY","40202","www.humana.com","","","Medigap Policy N","True","False","False","False","False","True","False","Jan 07  2011"
"Alabama","American Republic Corp. Ins.","11808 Grant Street","Omaha","NE","68164","www.americanenterprise.com","","","Medigap Policy F - High Deductible","True","False","False","False","False","False","True","Jun 13  2011"
"Alabama","Blue Cross Blue Shield of Alabama","450 Riverchase Parkway East","Birmingham","AL","35298","www.bcbsal.org","","","Medigap Policy F","True","False","False","False","False","False","True","Jun 13  2011"
"Alabama","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","","","Medigap Policy A","True","False","False","False","False","False","True","Jun 13  2011"
"Alabama","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","","","Medigap Policy B","True","False","False","False","False","False","True","Jun 13  2011"
"Alabama","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","","","Medigap Policy F","True","False","False","False","False","False","True","Jun 13  2011"
"Alabama","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","","","Medigap Policy F - High Deductible","True","False","False","False","False","False","True","Jun 13  2011"
"Alabama","Liberty National Life Insurance Co","P.O. Box 2612","Birmingham","AL","35202","www.libnat.com","","","Medigap Policy N","True","False","False","False","False","False","True","Jun 13  2011"
"Alabama","Humana Healthy Living (dba Humana Insurance Company)","500 West Main Street","Louisville","KY","40202","www.humana.com","Vision and Dental Benefits","Beneficios dentales y de la vista","Medigap Policy A","True","False","False","False","False","True","False","Oct 07  2015"
"Alabama","Humana Healthy Living (dba Humana Insurance Company)","500 West Main Street","Louisville","KY","40202","www.humana.com","Vision and Dental Benefits","Beneficios dentales y de la vista","Medigap Policy F","True","False","False","False","False","True","False","Oct 07  2015"
"Alabama","Humana Healthy Living (dba Humana Insurance Company)","500 West Main Street","Louisville","KY","40202","www.humana.com","Vision and Dental Benefits","Beneficios dentales y de la vista","Medigap Policy F - High Deductible","True","False","False","False","False","True","False","Oct 07  2015"
"Alabama","Humana Healthy Living (dba Humana Insurance Company)","500 West Main Street","Louisville","KY","40202","www.humana.com","Vision and Dental Benefits","Beneficios dentales y de la vista","Medigap Policy K","True","False","False","False","False","True","False","Oct 07  2015"
