"state_abbrev","plan_type","age_category","premium_range","contract_year","seq_id","language_id"
"AK","39","1","Información No Disponible","2016","47675","2"
"AK","39","2","$43 - $94","2016","47676","1"
"AK","39","2","$43 - $94","2016","47676","2"
"AK","39","3","Information Not Available","2016","47677","1"
"AK","39","3","Información No Disponible","2016","47677","2"
"AK","39","4","Information Not Available","2016","47678","1"
"AK","39","4","Información No Disponible","2016","47678","2"
"AK","39","5","Information Not Available","2016","47679","1"
"AK","39","5","Información No Disponible","2016","47679","2"
"AK","39","6","Information Not Available","2016","47680","1"
"AK","39","6","Información No Disponible","2016","47680","2"
"AK","40","1","Information Not Available","2016","47681","1"
"AK","40","1","Información No Disponible","2016","47681","2"
"AK","40","2","$65 - $134","2016","47682","1"
"AK","40","2","$65 - $134","2016","47682","2"
"AK","40","3","Information Not Available","2016","47683","1"
"AK","40","3","Información No Disponible","2016","47683","2"
"AK","40","4","Information Not Available","2016","47684","1"
"AK","40","4","Información No Disponible","2016","47684","2"
"AK","40","5","Information Not Available","2016","47685","1"
"AK","40","5","Información No Disponible","2016","47685","2"
"AK","40","6","Information Not Available","2016","47686","1"
"AK","40","6","Información No Disponible","2016","47686","2"
"AK","41","1","Information Not Available","2016","47687","1"
"AL","4","4","Information Not Available","2016","47720","1"
"AL","4","4","Información No Disponible","2016","47720","2"
"AL","4","5","Information Not Available","2016","47721","1"
"AL","4","5","Información No Disponible","2016","47721","2"
"AL","4","6","Information Not Available","2016","47722","1"
"AL","4","6","Información No Disponible","2016","47722","2"
"AL","6","1","Information Not Available","2016","47729","1"
"AL","6","1","Información No Disponible","2016","47729","2"
"AL","6","2","$102 - $194","2016","47730","1"
"AL","6","2","$102 - $194","2016","47730","2"
"AL","6","3","Information Not Available","2016","47731","1"
"AL","6","3","Información No Disponible","2016","47731","2"
"AL","6","4","Information Not Available","2016","47732","1"
"AL","6","4","Información No Disponible","2016","47732","2"
"AL","6","5","Information Not Available","2016","47733","1"
"AL","6","5","Información No Disponible","2016","47733","2"
"AL","6","6","Information Not Available","2016","47734","1"
"AL","6","6","Información No Disponible","2016","47734","2"
"AL","7","1","Information Not Available","2016","47735","1"
"AL","7","1","Información No Disponible","2016","47735","2"
"AL","7","2","$27 - $56","2016","47736","1"
"AL","7","2","$27 - $56","2016","47736","2"
"AL","7","3","Information Not Available","2016","47737","1"
"AL","7","3","Información No Disponible","2016","47737","2"
"AL","7","4","Information Not Available","2016","47738","1"
"AL","7","4","Información No Disponible","2016","47738","2"
"AL","7","5","Information Not Available","2016","47739","1"
"AL","7","5","Información No Disponible","2016","47739","2"
"AL","7","6","Information Not Available","2016","47740","1"
"AL","7","6","Información No Disponible","2016","47740","2"
"AL","8","1","Information Not Available","2016","47741","1"
"AL","8","1","Información No Disponible","2016","47741","2"
"AL","8","2","$99 - $165","2016","47742","1"
"AL","8","2","$99 - $165","2016","47742","2"
"AL","8","3","Information Not Available","2016","47743","1"
"AL","8","3","Información No Disponible","2016","47743","2"
"AL","8","4","Information Not Available","2016","47744","1"
"AL","8","4","Información No Disponible","2016","47744","2"
"AL","8","5","Information Not Available","2016","47745","1"
"AL","8","5","Información No Disponible","2016","47745","2"
"AL","8","6","Information Not Available","2016","47746","1"
"AL","8","6","Información No Disponible","2016","47746","2"
"AL","13","1","Information Not Available","2016","47771","1"
"AL","13","1","Información No Disponible","2016","47771","2"
"AL","13","2","Information Not Available","2016","47772","1"
"AL","13","2","Información No Disponible","2016","47772","2"
"AL","13","3","Information Not Available","2016","47773","1"
"AL","13","3","Información No Disponible","2016","47773","2"
"AL","13","4","Information Not Available","2016","47774","1"
"AL","13","4","Información No Disponible","2016","47774","2"
"AL","13","5","Information Not Available","2016","47775","1"
"AL","13","5","Información No Disponible","2016","47775","2"
"AL","13","6","Information Not Available","2016","47776","1"
"AL","13","6","Información No Disponible","2016","47776","2"
"AL","14","1","Information Not Available","2016","47777","1"
"AL","14","1","Información No Disponible","2016","47777","2"
"AL","14","2","Information Not Available","2016","47778","1"
"AL","14","2","Información No Disponible","2016","47778","2"
"AL","14","3","Information Not Available","2016","47779","1"
"AL","14","3","Información No Disponible","2016","47779","2"
"AL","14","4","Information Not Available","2016","47780","1"
"AL","14","4","Información No Disponible","2016","47780","2"
"AL","14","5","Information Not Available","2016","47781","1"
"AL","14","5","Información No Disponible","2016","47781","2"
"AL","39","1","Información No Disponible","2016","47843","2"
"AL","39","2","$45 - $86","2016","47844","1"
"AL","39","2","$45 - $86","2016","47844","2"
"AL","39","3","Information Not Available","2016","47845","1"
"AL","39","3","Información No Disponible","2016","47845","2"
"AL","39","4","Information Not Available","2016","47846","1"
"AL","39","4","Información No Disponible","2016","47846","2"
"AL","39","5","Information Not Available","2016","47847","1"
"AL","39","5","Información No Disponible","2016","47847","2"
"AL","39","6","Information Not Available","2016","47848","1"
"AL","39","6","Información No Disponible","2016","47848","2"
"AL","40","1","Information Not Available","2016","47849","1"
"AL","40","1","Información No Disponible","2016","47849","2"
"AL","40","2","$76 - $120","2016","47850","1"
"AL","40","2","$76 - $120","2016","47850","2"
"AL","40","3","Information Not Available","2016","47851","1"
"AL","40","3","Información No Disponible","2016","47851","2"
"AL","40","4","Information Not Available","2016","47852","1"
"AL","40","4","Información No Disponible","2016","47852","2"
"AL","40","5","Information Not Available","2016","47853","1"
"AL","40","5","Información No Disponible","2016","47853","2"
"AL","40","6","Information Not Available","2016","47854","1"
"AL","40","6","Información No Disponible","2016","47854","2"
"AL","41","1","Information Not Available","2016","47855","1"
"AL","41","1","Información No Disponible","2016","47855","2"
"AL","41","2","Information Not Available","2016","47856","1"
"AL","41","2","Información No Disponible","2016","47856","2"
"AL","41","3","Information Not Available","2016","47857","1"
"AL","41","3","Información No Disponible","2016","47857","2"
"AL","41","4","Information Not Available","2016","47858","1"
"AL","41","4","Información No Disponible","2016","47858","2"
"AL","41","5","Information Not Available","2016","47859","1"
"AL","41","5","Información No Disponible","2016","47859","2"
"AL","41","6","Information Not Available","2016","47860","1"
"AL","41","6","Información No Disponible","2016","47860","2"
"AL","42","1","Information Not Available","2016","47861","1"
"AL","42","1","Información No Disponible","2016","47861","2"
"AL","42","2","Information Not Available","2016","47862","1"
"AL","42","2","Información No Disponible","2016","47862","2"
"AL","42","3","Information Not Available","2016","47863","1"
"AL","42","3","Información No Disponible","2016","47863","2"
"AL","42","4","Information Not Available","2016","47864","1"
"AL","42","4","Información No Disponible","2016","47864","2"
"AL","42","5","Information Not Available","2016","47865","1"
"AL","42","5","Información No Disponible","2016","47865","2"
"AL","42","6","Information Not Available","2016","47866","1"
"AL","42","6","Información No Disponible","2016","47866","2"
"AR","1","1","Information Not Available","2016","47867","1"
"AR","1","1","Información No Disponible","2016","47867","2"
"AR","1","2","$89 - $250","2016","47868","1"
"AR","1","2","$89 - $250","2016","47868","2"
"AR","1","3","Information Not Available","2016","47869","1"
"AR","1","3","Información No Disponible","2016","47869","2"
"AR","1","4","Information Not Available","2016","47870","1"
"AR","1","4","Información No Disponible","2016","47870","2"
"AR","1","5","Information Not Available","2016","47871","1"
"AR","1","5","Información No Disponible","2016","47871","2"
"AR","1","6","Information Not Available","2016","47872","1"
"AR","1","6","Información No Disponible","2016","47872","2"
"AR","2","1","Information Not Available","2016","47873","1"
"AR","2","1","Información No Disponible","2016","47873","2"
"AR","2","2","$113 - $302","2016","47874","1"
"AR","2","2","$113 - $302","2016","47874","2"
"AR","2","3","Information Not Available","2016","47875","1"
"AR","2","3","Información No Disponible","2016","47875","2"
"AR","8","6","Información No Disponible","2016","47914","2"
"AR","13","1","Information Not Available","2016","47939","1"
"AR","13","1","Información No Disponible","2016","47939","2"
"AR","13","2","Information Not Available","2016","47940","1"
"AR","13","2","Información No Disponible","2016","47940","2"
"AR","13","3","Information Not Available","2016","47941","1"
"AR","13","3","Información No Disponible","2016","47941","2"
"AR","13","4","Information Not Available","2016","47942","1"
"AR","13","4","Información No Disponible","2016","47942","2"
"AR","13","5","Information Not Available","2016","47943","1"
"AR","13","5","Información No Disponible","2016","47943","2"
"AR","13","6","Information Not Available","2016","47944","1"
"AR","13","6","Información No Disponible","2016","47944","2"
"AR","14","1","Information Not Available","2016","47945","1"
"AR","14","1","Información No Disponible","2016","47945","2"
"AR","14","2","Information Not Available","2016","47946","1"
"AR","14","2","Información No Disponible","2016","47946","2"
"AR","14","3","Information Not Available","2016","47947","1"
"AR","14","3","Información No Disponible","2016","47947","2"
"AR","14","4","Information Not Available","2016","47948","1"
"AR","14","4","Información No Disponible","2016","47948","2"
"AR","14","5","Information Not Available","2016","47949","1"
"AR","14","5","Información No Disponible","2016","47949","2"
"AR","14","6","Information Not Available","2016","47950","1"
"AR","14","6","Información No Disponible","2016","47950","2"
"AR","15","1","Information Not Available","2016","47951","1"
"AR","15","1","Información No Disponible","2016","47951","2"
"AR","15","2","Information Not Available","2016","47952","1"
"AR","15","2","Información No Disponible","2016","47952","2"
"AR","15","3","Information Not Available","2016","47953","1"
"AR","15","3","Información No Disponible","2016","47953","2"
"AR","15","4","Information Not Available","2016","47954","1"
"AR","15","4","Información No Disponible","2016","47954","2"
"AR","15","5","Information Not Available","2016","47955","1"
"AR","15","5","Información No Disponible","2016","47955","2"
"AR","15","6","Information Not Available","2016","47956","1"
"AR","15","6","Información No Disponible","2016","47956","2"
"AR","16","1","Information Not Available","2016","47957","1"
"AR","16","1","Información No Disponible","2016","47957","2"
"AR","16","2","Information Not Available","2016","47958","1"
"AR","16","2","Información No Disponible","2016","47958","2"
"AR","16","3","Information Not Available","2016","47959","1"
"AR","16","3","Información No Disponible","2016","47959","2"
"AR","16","4","Information Not Available","2016","47960","1"
"AR","16","4","Información No Disponible","2016","47960","2"
"AR","16","5","Information Not Available","2016","47961","1"
"AR","16","5","Información No Disponible","2016","47961","2"
"AR","16","6","Information Not Available","2016","47962","1"
"AR","16","6","Información No Disponible","2016","47962","2"
"AR","18","1","Information Not Available","2016","47969","1"
"AR","18","1","Información No Disponible","2016","47969","2"
"AR","18","2","Information Not Available","2016","47970","1"
"AR","18","2","Información No Disponible","2016","47970","2"
"AR","18","3","Information Not Available","2016","47971","1"
"AR","18","3","Información No Disponible","2016","47971","2"
"AR","18","4","Information Not Available","2016","47972","1"
"AR","18","4","Información No Disponible","2016","47972","2"
"AR","18","5","Information Not Available","2016","47973","1"
"AR","18","5","Información No Disponible","2016","47973","2"
"AR","18","6","Information Not Available","2016","47974","1"
"AR","18","6","Información No Disponible","2016","47974","2"
"AR","19","1","Information Not Available","2016","47975","1"
"AR","19","1","Información No Disponible","2016","47975","2"
"AR","42","4","Information Not Available","2016","48032","1"
"AR","42","4","Información No Disponible","2016","48032","2"
"AR","42","5","Information Not Available","2016","48033","1"
"AR","42","5","Información No Disponible","2016","48033","2"
"AR","42","6","Information Not Available","2016","48034","1"
"AR","42","6","Información No Disponible","2016","48034","2"
"AS","1","1","Information Not Available","2016","48035","1"
"AS","1","1","Información No Disponible","2016","48035","2"
"AS","1","2","Information Not Available","2016","48036","1"
"AS","1","2","Información No Disponible","2016","48036","2"
"AS","1","3","Information Not Available","2016","48037","1"
"AS","1","3","Información No Disponible","2016","48037","2"
"AS","1","4","Information Not Available","2016","48038","1"
"AS","1","4","Información No Disponible","2016","48038","2"
"AS","1","5","Information Not Available","2016","48039","1"
"AS","1","5","Información No Disponible","2016","48039","2"
"AS","1","6","Information Not Available","2016","48040","1"
"AS","1","6","Información No Disponible","2016","48040","2"
"AS","2","1","Information Not Available","2016","48041","1"
"AS","2","1","Información No Disponible","2016","48041","2"
"AS","2","2","Information Not Available","2016","48042","1"
"AS","2","2","Información No Disponible","2016","48042","2"
"AS","2","3","Information Not Available","2016","48043","1"
"AS","2","3","Información No Disponible","2016","48043","2"
"AS","2","4","Information Not Available","2016","48044","1"
"AS","2","4","Información No Disponible","2016","48044","2"
"AS","2","5","Information Not Available","2016","48045","1"
"AS","2","5","Información No Disponible","2016","48045","2"
"AS","2","6","Information Not Available","2016","48046","1"
"AS","2","6","Información No Disponible","2016","48046","2"
"AS","3","1","Information Not Available","2016","48047","1"
"AS","3","1","Información No Disponible","2016","48047","2"
"AS","3","2","Information Not Available","2016","48048","1"
"AS","3","2","Información No Disponible","2016","48048","2"
"AS","3","3","Information Not Available","2016","48049","1"
"AS","3","3","Información No Disponible","2016","48049","2"
"AS","3","4","Information Not Available","2016","48050","1"
"AS","3","4","Información No Disponible","2016","48050","2"
"AS","3","5","Information Not Available","2016","48051","1"
"AS","3","5","Información No Disponible","2016","48051","2"
"AS","3","6","Information Not Available","2016","48052","1"
"AS","3","6","Información No Disponible","2016","48052","2"
"AS","4","1","Information Not Available","2016","48053","1"
"AS","4","1","Información No Disponible","2016","48053","2"
"AS","4","2","Information Not Available","2016","48054","1"
"AS","4","2","Información No Disponible","2016","48054","2"
"AS","4","3","Information Not Available","2016","48055","1"
"AS","4","3","Información No Disponible","2016","48055","2"
"AS","4","4","Information Not Available","2016","48056","1"
"AS","4","4","Información No Disponible","2016","48056","2"
"AS","4","5","Information Not Available","2016","48057","1"
"AS","4","5","Información No Disponible","2016","48057","2"
"AS","4","6","Information Not Available","2016","48058","1"
"AS","4","6","Información No Disponible","2016","48058","2"
"AS","6","1","Information Not Available","2016","48065","1"
"AS","6","1","Información No Disponible","2016","48065","2"
"AS","6","2","Information Not Available","2016","48066","1"
"AS","6","2","Información No Disponible","2016","48066","2"
"AS","6","3","Information Not Available","2016","48067","1"
"AS","6","3","Información No Disponible","2016","48067","2"
"AS","6","4","Information Not Available","2016","48068","1"
"AS","6","4","Información No Disponible","2016","48068","2"
"AS","6","5","Information Not Available","2016","48069","1"
"AS","16","1","Information Not Available","2016","48125","1"
"AS","16","1","Información No Disponible","2016","48125","2"
"AS","16","2","Information Not Available","2016","48126","1"
"AS","16","2","Información No Disponible","2016","48126","2"
"AS","16","3","Information Not Available","2016","48127","1"
"AS","16","3","Información No Disponible","2016","48127","2"
"AS","16","4","Information Not Available","2016","48128","1"
"AS","16","4","Información No Disponible","2016","48128","2"
"AS","16","5","Information Not Available","2016","48129","1"
"AS","16","5","Información No Disponible","2016","48129","2"
"AS","16","6","Information Not Available","2016","48130","1"
"AS","16","6","Información No Disponible","2016","48130","2"
"AS","18","1","Information Not Available","2016","48137","1"
"AS","18","1","Información No Disponible","2016","48137","2"
"AS","18","2","Information Not Available","2016","48138","1"
"AS","18","2","Información No Disponible","2016","48138","2"
"AS","18","3","Information Not Available","2016","48139","1"
"AS","18","3","Información No Disponible","2016","48139","2"
"AS","18","4","Information Not Available","2016","48140","1"
"AS","18","4","Información No Disponible","2016","48140","2"
"AS","18","5","Information Not Available","2016","48141","1"
"AS","18","5","Información No Disponible","2016","48141","2"
"AS","18","6","Information Not Available","2016","48142","1"
"AS","18","6","Información No Disponible","2016","48142","2"
"AS","19","1","Information Not Available","2016","48143","1"
"AS","19","1","Información No Disponible","2016","48143","2"
"AS","19","2","Information Not Available","2016","48144","1"
"AS","19","2","Información No Disponible","2016","48144","2"
"AS","19","3","Information Not Available","2016","48145","1"
"AS","19","3","Información No Disponible","2016","48145","2"
"AS","19","4","Information Not Available","2016","48146","1"
"AS","19","4","Información No Disponible","2016","48146","2"
"AS","19","5","Information Not Available","2016","48147","1"
"AS","19","5","Información No Disponible","2016","48147","2"
"AS","19","6","Information Not Available","2016","48148","1"
"AS","19","6","Información No Disponible","2016","48148","2"
"AS","20","1","Information Not Available","2016","48149","1"
"AS","20","1","Información No Disponible","2016","48149","2"
"AS","20","2","Information Not Available","2016","48150","1"
"AS","20","2","Información No Disponible","2016","48150","2"
"AS","20","3","Information Not Available","2016","48151","1"
"AS","20","3","Información No Disponible","2016","48151","2"
"AS","20","4","Information Not Available","2016","48152","1"
"AS","20","4","Información No Disponible","2016","48152","2"
"AS","20","5","Information Not Available","2016","48153","1"
"AS","20","5","Información No Disponible","2016","48153","2"
"AS","20","6","Information Not Available","2016","48154","1"
"AS","20","6","Información No Disponible","2016","48154","2"
"AS","39","1","Information Not Available","2016","48179","1"
"AS","39","1","Información No Disponible","2016","48179","2"
"AS","39","2","Information Not Available","2016","48180","1"
"AS","39","2","Información No Disponible","2016","48180","2"
"AS","39","3","Information Not Available","2016","48181","1"
"AS","39","3","Información No Disponible","2016","48181","2"
"AS","39","4","Information Not Available","2016","48182","1"
"AS","39","4","Información No Disponible","2016","48182","2"
"AS","39","5","Information Not Available","2016","48183","1"
"AS","39","5","Información No Disponible","2016","48183","2"
"AS","39","6","Information Not Available","2016","48184","1"
"AS","39","6","Información No Disponible","2016","48184","2"
"AS","40","1","Information Not Available","2016","48185","1"
"AS","40","1","Información No Disponible","2016","48185","2"
"AS","40","2","Information Not Available","2016","48186","1"
"AZ","3","4","Información No Disponible","2016","48218","2"
"AZ","3","5","Information Not Available","2016","48219","1"
"AZ","3","5","Información No Disponible","2016","48219","2"
"AZ","3","6","Information Not Available","2016","48220","1"
"AZ","3","6","Información No Disponible","2016","48220","2"
"AZ","4","1","Information Not Available","2016","48221","1"
"AZ","4","1","Información No Disponible","2016","48221","2"
"AZ","4","2","$111 - $288","2016","48222","1"
"AZ","4","2","$111 - $288","2016","48222","2"
"AZ","4","3","Information Not Available","2016","48223","1"
"AZ","4","3","Información No Disponible","2016","48223","2"
"AZ","4","4","Information Not Available","2016","48224","1"
"AZ","4","4","Información No Disponible","2016","48224","2"
"AZ","4","5","Information Not Available","2016","48225","1"
"AZ","4","5","Información No Disponible","2016","48225","2"
"AZ","4","6","Information Not Available","2016","48226","1"
"AZ","4","6","Información No Disponible","2016","48226","2"
"AZ","6","1","Information Not Available","2016","48233","1"
"AZ","6","1","Información No Disponible","2016","48233","2"
"AZ","6","2","$131 - $337","2016","48234","1"
"AZ","6","2","$131 - $337","2016","48234","2"
"AZ","6","3","Information Not Available","2016","48235","1"
"AZ","6","3","Información No Disponible","2016","48235","2"
"AZ","6","4","Information Not Available","2016","48236","1"
"AZ","6","4","Información No Disponible","2016","48236","2"
"AZ","6","5","Information Not Available","2016","48237","1"
"AZ","6","5","Información No Disponible","2016","48237","2"
"AZ","6","6","Information Not Available","2016","48238","1"
"AZ","6","6","Información No Disponible","2016","48238","2"
"AZ","7","1","Information Not Available","2016","48239","1"
"AZ","7","1","Información No Disponible","2016","48239","2"
"AZ","7","2","$27 - $100","2016","48240","1"
"AZ","7","2","$27 - $100","2016","48240","2"
"AZ","7","3","Information Not Available","2016","48241","1"
"AZ","7","3","Información No Disponible","2016","48241","2"
"AZ","7","4","Information Not Available","2016","48242","1"
"AZ","7","4","Información No Disponible","2016","48242","2"
"AZ","7","5","Information Not Available","2016","48243","1"
"AZ","7","5","Información No Disponible","2016","48243","2"
"AZ","7","6","Information Not Available","2016","48244","1"
"AZ","7","6","Información No Disponible","2016","48244","2"
"AZ","8","1","Information Not Available","2016","48245","1"
"AZ","8","1","Información No Disponible","2016","48245","2"
"AZ","8","2","$102 - $294","2016","48246","1"
"AZ","8","2","$102 - $294","2016","48246","2"
"AZ","8","3","Information Not Available","2016","48247","1"
"AZ","8","3","Información No Disponible","2016","48247","2"
"AZ","8","4","Information Not Available","2016","48248","1"
"AZ","8","4","Información No Disponible","2016","48248","2"
"AZ","8","5","Information Not Available","2016","48249","1"
"AZ","8","5","Información No Disponible","2016","48249","2"
"AZ","8","6","Information Not Available","2016","48250","1"
"AZ","8","6","Información No Disponible","2016","48250","2"
"AZ","13","1","Information Not Available","2016","48275","1"
"AZ","13","1","Información No Disponible","2016","48275","2"
"AZ","13","2","Information Not Available","2016","48276","1"
"AZ","13","2","Información No Disponible","2016","48276","2"
"AZ","13","3","Information Not Available","2016","48277","1"
"AZ","13","3","Información No Disponible","2016","48277","2"
"AZ","13","4","Information Not Available","2016","48278","1"
"AZ","13","4","Información No Disponible","2016","48278","2"
"AZ","13","5","Information Not Available","2016","48279","1"
"AZ","13","5","Información No Disponible","2016","48279","2"
"AZ","13","6","Information Not Available","2016","48280","1"
"AZ","13","6","Información No Disponible","2016","48280","2"
"AZ","20","3","Information Not Available","2016","48319","1"
"AZ","20","3","Información No Disponible","2016","48319","2"
"AZ","20","4","Information Not Available","2016","48320","1"
"AZ","20","4","Información No Disponible","2016","48320","2"
"AZ","20","5","Information Not Available","2016","48321","1"
"AZ","20","5","Información No Disponible","2016","48321","2"
"AZ","20","6","Information Not Available","2016","48322","1"
"AZ","20","6","Información No Disponible","2016","48322","2"
"AZ","39","1","Information Not Available","2016","48347","1"
"AZ","39","1","Información No Disponible","2016","48347","2"
"AZ","39","2","$43 - $138","2016","48348","1"
"AZ","39","2","$43 - $138","2016","48348","2"
"AZ","39","3","Information Not Available","2016","48349","1"
"AZ","39","3","Información No Disponible","2016","48349","2"
"AZ","39","4","Information Not Available","2016","48350","1"
"AZ","39","4","Información No Disponible","2016","48350","2"
"AZ","39","5","Information Not Available","2016","48351","1"
"AZ","39","5","Información No Disponible","2016","48351","2"
"AZ","39","6","Information Not Available","2016","48352","1"
"AZ","39","6","Información No Disponible","2016","48352","2"
"AZ","40","1","Information Not Available","2016","48353","1"
"AZ","40","1","Información No Disponible","2016","48353","2"
"AZ","40","2","$76 - $194","2016","48354","1"
"AZ","40","2","$76 - $194","2016","48354","2"
"AZ","40","3","Information Not Available","2016","48355","1"
"AZ","40","3","Información No Disponible","2016","48355","2"
"AZ","40","4","Information Not Available","2016","48356","1"
"AZ","40","4","Información No Disponible","2016","48356","2"
"AZ","40","5","Information Not Available","2016","48357","1"
"AZ","40","5","Información No Disponible","2016","48357","2"
"AZ","40","6","Information Not Available","2016","48358","1"
"AZ","40","6","Información No Disponible","2016","48358","2"
"AZ","41","1","Information Not Available","2016","48359","1"
"AZ","41","1","Información No Disponible","2016","48359","2"
"AZ","41","2","Information Not Available","2016","48360","1"
"AZ","41","2","Información No Disponible","2016","48360","2"
"AZ","41","3","Information Not Available","2016","48361","1"
"AZ","41","3","Información No Disponible","2016","48361","2"
"AZ","41","4","Information Not Available","2016","48362","1"
"AZ","41","4","Información No Disponible","2016","48362","2"
"AZ","41","5","Information Not Available","2016","48363","1"
"AZ","41","5","Información No Disponible","2016","48363","2"
"AZ","41","6","Information Not Available","2016","48364","1"
"AZ","41","6","Información No Disponible","2016","48364","2"
"AZ","42","1","Information Not Available","2016","48365","1"
"AZ","42","1","Información No Disponible","2016","48365","2"
"AZ","42","2","Information Not Available","2016","48366","1"
"AZ","42","2","Información No Disponible","2016","48366","2"
"AZ","42","3","Information Not Available","2016","48367","1"
"AZ","42","3","Información No Disponible","2016","48367","2"
"AZ","42","4","Information Not Available","2016","48368","1"
"AZ","42","4","Información No Disponible","2016","48368","2"
