"zip_code","county_name","state_name","name","addrs1","city","abbrev","zip","web_addr","textcond","sp_textcond","description","over65","under65","na_available","community","issue","attained","na_rating","last_mod"
"20110","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20110","MANASSAS CITY","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20111","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20111","MANASSAS PARK CITY","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20112","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20113","MANASSAS PARK CITY","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20115","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20116","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20117","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20117","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20118","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20119","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20119","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20120","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20120","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20121","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20122","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20124","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20128","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20129","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20130","CLARKE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20130","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20130","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20131","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20132","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20134","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20135","CLARKE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20135","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20136","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20137","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20137","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20138","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20139","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20140","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20141","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20142","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20143","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20144","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20146","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20147","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20148","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20149","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20151","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20152","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20153","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20155","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20156","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20158","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20159","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20160","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20163","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20164","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20165","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20166","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20167","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20168","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20169","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20170","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20171","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20172","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20175","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20176","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20177","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20178","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20180","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20181","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20181","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20182","PRINCE WILLIAM","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20184","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20184","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20185","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20186","CULPEPER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20186","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20187","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20188","FAUQUIER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20189","LOUDOUN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20190","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
"20191","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy A","True","False","False","False","False","True","False","Apr 05  2011"
